song,artist,cluster
Solo,Dan Berk,3
Bad Liar,Anna Hamilton,4
Hold On (Remix),Chord Overstreet;Deepend,1
The Boy Who Never,Landon Pigg,4
ily (i love you baby),Andrew Foy;Renee Foy,4
At My Worst,Andrew Foy;Renee Foy,3
We Sing. We Dance. We Steal Things.,Jason Mraz;Colbie Caillat,1
"Cover Sessions, Vol. 4",Boyce Avenue;Bea Miller,4
We Sing. We Dance. We Steal Things.,Jason Mraz,6
"Cover Sessions, Vol. 3",Boyce Avenue;Jennel Garcia,4
Is There Anybody Out There? - Track by Track Commentary,A Great Big World;Christina Aguilera,4
Coffee Moment,Jason Mraz,4
Human - Best Adult Pop Tunes,Jason Mraz,5
Mellow Adult Pop,Jason Mraz,3
Holly Jolly Christmas,Jason Mraz,4
Feeling Good - Adult Pop Favorites,Jason Mraz,5
Christmas Time,Jason Mraz,4
Perfect Christmas Hits,Jason Mraz,4
Merry Christmas,Jason Mraz,4
Christmas Music - Holiday Hits,Jason Mraz,4
Christmas Country Songs 2022,Chord Overstreet,7
Human - Best Adult Pop Tunes,Brandi Carlile;Sam Smith,4
Feeling Good - Adult Pop Favorites,Brandi Carlile;Sam Smith,4
Mellow Bars R'n'B,Brandi Carlile;Sam Smith,4
Chill Christmas Dinner,KT Tunstall,3
rainy day indie,Brandi Carlile,4
Coffee Moment,Brandi Carlile,4
sadsadchristmas,KT Tunstall,3
Mega Hits Autumn/Fall 2022,Eddie Vedder,7
Mellow Adult Pop,Brandi Carlile,3
Country Car Hits,Brandi Carlile;Lucius,1
Country Road Songs,Brandi Carlile;Lucius,1
Finest Country,Brandi Carlile,7
Easy Country,Brandi Carlile;Lucius,1
Cozy Country,Brandi Carlile;Lucius,1
Good Times Country,Brandi Carlile;Lucius,1
Laidback Country,Brandi Carlile;Lucius,1
Chillin' It - Mellow Day Country,Brandi Carlile;Lucius,1
Trampoline (Acoustic),Highland Peak,3
Documentary,Motohiro Hata,2
Black Bear,Andrew Belle,5
The Bedroom Demos,Ron Pope,4
So Far Away (Acoustic),Adam Christopher,3
Black Bear,Andrew Belle,7
Build It Better,Aron Wright,4
Sleepwalking in the Rain,Chord Overstreet,4
Little Voice,Sara Bareilles,4
What's Left of You,Chord Overstreet,1
Pano,Zack Tabudlo,4
The Daylight EP,Andrew Belle,7
Montage Of Heck: The Home Recordings,Kurt Cobain,9
"Cover Sessions, Vol. 3",Boyce Avenue;Bea Miller,4
Covers,Tim Halperin,4
Midnight Waves,Canyon City,4
Making All Things New,Aaron Espe,4
What's Inside: Songs from Waitress,Sara Bareilles,4
In My Veins (Feat. Erin Mccarley),Andrew Belle,7
Under Covers,Tyler Ward,4
Whatever It Takes,Ron Pope,7
America Town,Five For Fighting,4
Dive Deep,Andrew Belle,4
You're Still The One,Bailey Jehl,2
It Doesn't Have To Make Sense,Ingrid Michaelson,7
Love Is a Four Letter Word,Jason Mraz,4
When the Morning Comes,A Great Big World,6
"Eat, Pray, Love",Eddie Vedder;Nusrat Fateh Ali Khan,4
Good Light,Drew Holcomb & The Neighbors,4
Know.,Jason Mraz,5
Mellow Adult Pop,Gabrielle Aplin,5
Break Up Songs,Gabrielle Aplin,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,3
u don't deserve me,Gabrielle Aplin,4
Coffee Moment,Gabrielle Aplin,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
The Blessed Unrest,Sara Bareilles,5
Slow Christmas Songs 2022,KT Tunstall,3
Lonely Christmas 2022,KT Tunstall,3
Bookmarks,Five For Fighting,6
Slow Christmas Songs 2022,The Civil Wars,3
Alternative Christmas 2022,The Civil Wars,3
Alternative Christmas 2022,KT Tunstall,7
Acoustic Christmas Campfire,The Civil Wars,3
Lonely Christmas 2022,The Civil Wars,3
Chill Christmas Dinner,The Civil Wars,3
sadsadchristmas,The Civil Wars,3
Christmas Country Songs 2022,The Civil Wars,3
Del gusto de mamá,KT Tunstall,5
OO's Music Grandi Successi,KT Tunstall,1
言ノ葉,Motohiro Hata,6
Somebody Else (Acoustic),Callum J Wright,3
Black Bear (Hushed),Andrew Belle,3
"Cover Sessions, Vol. 3",Boyce Avenue;Fifth Harmony,1
Stand by Me,Boyce Avenue,4
Dear Happy,Gabrielle Aplin;JP Cooper,4
chouchou,Mone Kamishiraishi,4
You’re Beautiful (Acoustic),John Adams,4
Hikare Inochi,Kitri,1
Songs From Nashville,Tyler Ward,3
"Cover Sessions, Vol. 6",Boyce Avenue,4
Dive Deep (Hushed),Andrew Belle,4
When the Party's over (Acoustic Piano),Ben Woodward,4
All The Stars and Boulevards,Augustana,7
Living in the Shadows,Matthew Perryman Jones,7
"Cover Sessions, Vol. 4",Boyce Avenue,4
death bed (coffee for your head),Andrew Foy;Renee Foy,4
You Are My Sunshine,Kina Grannis,4
I Won't Give Up,Jason Mraz,4
I Was Born To Love You,Ray LaMontagne;Sierra Ferrell,4
Life Sucks Playlist,Meg Birch,4
Hurricane Glass,Catherine Feeny,4
Where The Mountain Meets The Valley,Joshua Hyslop,4
Holding On And Letting Go - Single,Ross Copperman,4
You Already Know,JJ Heller,4
Believer (Remix),Ben Woodward,5
Stop All the World Now (Special Edition),Howie Day,4
Magic,Ben Rector,4
Some Mad Hope,Matt Nathanson,6
Something In the Rain (Music from the Original TV Series),Rachael Yamagata,3
The Way It Was,Parachute,7
Wide Awake,Parachute,1
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,7
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,1
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
English Rain,Gabrielle Aplin,4
Eye To The Telescope,KT Tunstall,1
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,3
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,1
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
I Dream of You: CALM,JJ Heller,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,1
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,3
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,4
Waiting for My Rocket to Come (Expanded Edition),Jason Mraz,6
Into The Wild (Music For The Motion Picture),Eddie Vedder,7
Here with Me,Susie Suh;Robot Koch,3
"Tyler Ward Covers, Vol. 5",Tyler Ward;Lindsey Stirling;Kina Grannis,4
Stop All The World Now,Howie Day,6
get better,Eden Elf;Ren Avel,3
Hikare Inochi,Kitri,3
Let It Go,Boyce Avenue;Rachel Grae,4
What You Need,Chord Overstreet,4
The Battle for Everything,Five For Fighting,4
Nightshade,Andrew Belle,3
"One Spring Night (Original Television Soundtrack), Pt. 1",Rachael Yamagata,6
Under Control,Cary Brothers,4
As It Was,The Mayries,4
I'm Yours,Jason Mraz,6
Chi Mai,Joseph Sullinger,8
Say Something,A Great Big World;Christina Aguilera,4
Parachute,Parachute,5
Take Me Back,Zack Tabudlo;Yonnyboii,1
Whole Again (Acoustic Version),Tobey Rosen,4
Overpass Graffiti,The Mayries,4
Little Voice,Sara Bareilles,5
Let Her Go,Andrew Foy;Renee Foy,4
Still Life,Aqualung,3
Love Story,Tyler Ward;Karis;Ray Lorraine,4
Mujer con Abanico,Agustín Amigó;Nylonwings,8
In the Shadows,Amy Stroup,3
Can You Feel the Love Tonight,Boyce Avenue;Connie Talbot,4
The Story,Brandi Carlile,6
Better,JJ Heller,4
Iris,Kina Grannis,4
#Acoustic,The Mayries,4
I Need You More Today,Caleb Santos;Viva Music Publishing Inc.,6
"Cover Sessions, Vol. 4",Boyce Avenue,6
Know.,Jason Mraz,4
Something In the Rain (Music from the Original TV Series),Rachael Yamagata,9
The Way It Was,Parachute,1
When Marnie Was There Song Album - Just Know That I Love You.,Priscilla Ahn,4
Tree House Tapes,Chord Overstreet,4
I Believe in You,JJ Heller,4
Cult Classic,Jon Bryant,4
"Hard Settle, Ain't Troubled",Donovan Woods,4
Holding On and Letting Go LP,Ross Copperman,4
In Deepest Blue (Bonus Track Version),Joshua Hyslop,4
Hanggang Kailan (Umuwi Ka Na Baby),Angelina Cruz,4
No More Doubt,Stephen Speaks,4
Is There Anybody Out There? - Track by Track Commentary,A Great Big World,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
Say I Am You,The Weepies;Deb Talan;Steve Tannen,4
Thanksgiving Party,Freddie King,1
Supa Chill,Taj Mahal,2
Un tecito y a mimir,Keb' Mo';Gerald Albright,4
青の光景,Motohiro Hata,6
Since U Been Gone,Thomas Daniel,4
"One more time,One more chance",Masayoshi Yamazaki,3
Creep,Kina Grannis,4
Higher Love,Todd Carey;Ariza;Chuck Leavell,1
Shinsekai,YUZU,7
How Long Will I Love You,Canyon City,4
Binibini,Zack Tabudlo,4
You Were Supposed to Be Different,Aron Wright,4
"Cover Sessions, Vol. 3",Boyce Avenue,1
Covers,Jonah Baker,4
Barton Hollow,The Civil Wars,4
Stop All The World Now,Howie Day,6
Be OK,Ingrid Michaelson,4
Give Me Your Forever,Zack Tabudlo;Billkin,6
Coffee Shop,Landon Pigg,4
Wreck of the Day,Anna Nalick,7
Episode,Zack Tabudlo,6
Beautiful Soul,Jonah Baker,4
Bulletproof,Ben Woodward,6
Nightshade,Andrew Belle,7
Girls Like You (Acoustic Version),Jonah Baker,4
Nangangamba,Zack Tabudlo,1
Better Together,Us The Duo,4
Heartbreak Anniversary,Andrew Foy;Renee Foy,4
One More Time Around,Tyler Ward;Karis;Ray Lorraine,4
流星花園音樂專輯,A Great Big World,4
Episode,Zack Tabudlo,1
The Other Way,Donovan Woods;Tenille Townes,3
Till The Sun Turns Black,Ray LaMontagne,4
"See You Again, Love Me Like You Do, Sugar (Acoustic Mashup)",Megan Davies,4
Covers,Tim Halperin,4
Refuge,Canyon City,4
Hand to Hold,JJ Heller,4
Trouble,Ray LaMontagne,7
Public Record,Us The Duo,4
"Cover Sessions, Vol. 2",Boyce Avenue;Megan Nicole,3
In Deepest Blue (Bonus Track Version),Joshua Hyslop,4
Medicine,Drew Holcomb & The Neighbors,4
Part Of The Light,Ray LaMontagne,4
Amos Lee,Amos Lee,4
"Cover Sessions, Vol. 6",Boyce Avenue,4
Know.,Jason Mraz;Meghan Trainor,1
Show Me the Blueprints.,Days N Daze,6
The Blessed Unrest,Sara Bareilles,5
Anchor,Mindy Gledhill,4
Christmas Faves 2022,Dave Barnes,4
Tall Cans & Loose Ends,Get Dead,6
pov: you have a holly jolly christmas,Albert King,1
pov: you rock around the christmas tree,Albert King,1
If I Ain't Got You (Acoustic),John Adams,4
Believe (Acoustic),John Adams,4
Iris (Acoustic),Adam Christopher,4
言ノ葉,Motohiro Hata,7
Cheek to Cheek~I Love Cinemas~,Aoi Teshima,3
Baby (Acoustic Version),Jonah Baker,4
Land,YUZU,7
I Like Me Better,Boyce Avenue;Emma Heesters,4
Asan Ka Na Ba,Zack Tabudlo,5
"Cover Sessions, Vol. 3",Boyce Avenue,4
drivers license,Thomas Daniel,4
YES!,Jason Mraz,4
The Winner Takes It All (Acoustic),Jae Hall,4
Only Time,Aaron Espe,3
One Cell In The Sea,A Fine Frenzy,4
Dance Monkey,Roses & Frey,3
Parachute,Parachute,6
Dream a Little Dream of Me,Kina Grannis,4
Back For Good,The Mayries,4
OK,Canyon City,4
Just The Two Of Us,Andrew Foy;Renee Foy,4
"Cover Sessions, Vol. 6",Boyce Avenue,3
Arcade,Andrew Foy;Renee Foy,3
Yellow,Kina Grannis,4
Wake Me Up,Roses & Frey,4
Walking Blind (feat. Carina Round),Aidan Hawken,4
Headphones,Jon Bryant,4
Teenage Dream,The Rescues,4
The Worth Of The Wait,Ivan & Alyosha,4
Can't Help Falling In Love (Piano Version),Kina Grannis,4
Austin Plaine,Austin Plaine,6
Love You To Death,Chord Overstreet,4
Someone You Loved (Acoustic),Plamina,4
What a Wonderful World,Kina Grannis;Imaginary Future,4
You Broke Me First,Andrew Foy;Renee Foy,4
Echos,Joshua Hyslop,4
Losing Sleep,Parachute,4
The Meaning,Phillip LaRue,4
Twelve: Fifty One (International Version),krissy & ericka,4
リョウメンシダ/サンサーラ,Takehara Pistol,4
1000 Years,Allman Brown;Liz Lawrence,3
Brand New,Ben Rector,7
Say I Am You,The Weepies;Deb Talan;Steve Tannen,4
Brand New,Ben Rector,4
Guitar Instrumental Covers,Eddy Tyler,4
Trouble,Ray LaMontagne,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,1
Front Porch,Joy Williams,4
Rogue Taxidermy,Days N Daze,1
Cruising,Ray LaMontagne,5
Isn't She Lovely (Acoustic),Callum J Wright,4
"One Spring Night (Original Television Soundtrack), Pt. 4",Rachael Yamagata,4
Fix You (Acoustic),John Adams,4
I'm Yours (Acoustic),Lusaint,4
"Cover Sessions, Vol. 4",Boyce Avenue;Sarah Hyland,6
A Sky Full of Stars,Mother's Daughter;Beck Pete,4
I Don't Believe in Satan,Aron Wright,3
Let There Be Morning (Bonus Track Version),The Perishers,3
he said. she said.,Tyler Ward;Madysyn,4
Watermelon Sugar (Acoustic),Jonah Baker,4
Say You Won't Let Go (Acoustic),Matt Johnson;Jaclyn Davies,4
Hikare Inochi,Kitri,1
Call You Mine (Acoustic Piano),Ben Woodward,4
In the Waiting,Kina Grannis,4
Three Flights From Alto Nido,Greg Laswell,4
Love Nwantiti,Andrew Foy,9
Stars Are on Your Side,Ross Copperman,4
Covers,Jonah Baker;Sara Phillips,4
Constellation Me,Joe Brooks,7
"Cover Sessions, Vol. 5",Boyce Avenue,4
Episode,Zack Tabudlo,6
KISSして,Masaharu Fukuyama,6
Binibini (Last Day On Earth),Zack Tabudlo;James TW,4
Kosher,Ciaran Lavery,4
To Record Only Water For Ten Days (U.S. Version),John Frusciante,8
Hold On (Acoustic),Chord Overstreet,4
The Civil Wars,The Civil Wars,4
Good night,Masaharu Fukuyama,7
As You Are,Zack Tabudlo,5
Episode,Zack Tabudlo,4
#Covers,Sara Farell,4
Is There Anybody Out There?,A Great Big World,4
The Lotto,Ingrid Michaelson;AJR,1
Rodrigo Y Gabriela,Rodrigo y Gabriela,8
The Ladder,Andrew Belle,4
A Good Day,Priscilla Ahn,4
"Big Love, Small Moments",JJ Heller,4
When Marnie Was There Song Album - Just Know That I Love You.,Priscilla Ahn,4
Echos,Joshua Hyslop,4
I Never Loved Before I Found You,Front Porch Step,1
It's My Life,Takehara Pistol,6
Pure Fiction,Eric Hutchinson,1
So Much More (Special Edition),Brett Dennen,4
Songs from the Lowdown,Rail Yard Ghosts,2
Bookmarks,Five For Fighting,1
Bridge City Sinners,The Bridge City Sinners,1
Tape Deck Heart (Deluxe Edition),Frank Turner,6
sadsadchristmas,Matt Costa,4
Christmas Vibes But Not Christmas Songs,Matt Costa,4
Acoustic Christmas Campfire,Matt Costa,4
Mirrors (Acoustic),Jonah Baker,3
10 Futures,Aqualung;Kina Grannis,3
Stay - Acoustic,Jonah Baker,4
マホロボシヤ,Ichiko Aoba,4
Oh What A Love,Kina Grannis,4
The Bright Side,Meiko,5
I Won't Let You Down,Erin McCarley,4
Look For The Good,Jason Mraz,1
Stargazing,Isabella Celander,4
Bad Liar,Roses & Frey,4
"One Spring Night (Original Television Soundtrack), Pt. 3",Rachael Yamagata,6
Slow Down Time,Us The Duo,1
Simply Acoustic,Amber Leigh Irish,4
"Love, Love, Love",Jess Penner,4
Heat Waves (Acoustic),Daniel Robinson,3
ショッピング,Yosui Inoue;Tamio Okuda,1
If the World Was Ending (Acoustic),Jonah Baker;Celine,4
Three Flights From Alto Nido,Greg Laswell,1
残響,Masaharu Fukuyama,4
Acoustic Versions,Blame Jones,4
Don't Wanna Leave You,Ben Woodward,0
Passenger Seat,Stephen Speaks,7
Best Days,Matt White,1
"Cover Sessions, Vol. 6",Boyce Avenue,3
Phantom,Madi Diaz,3
残響,Masaharu Fukuyama,6
"Cover Sessions, Vol. 4",Boyce Avenue,4
Bluebird,Canyon City,4
Back to Home,Tristan Prettyman,7
SING A SONG,Masaharu Fukuyama,1
It'll Be Alright,JJ Heller,4
Everybody,Ingrid Michaelson,6
Kabilugan Ng Buwan,Mark Oblea,4
Be OK,Ingrid Michaelson,4
"Cover Sessions, Vol. 2",Boyce Avenue;Kina Grannis,4
"Cover Sessions, Vol. 2",Boyce Avenue,4
The Ladder,Andrew Belle,4
HELLO,Masaharu Fukuyama,5
だれそかれそ,Hanare Gumi,6
August: Osage County (Original Motion Picture Soundtrack),Brett Dennen;Benedict Cumberbatch,4
音タイム,Hanare Gumi,1
IT'S ONLY LOVE,Masaharu Fukuyama,6
虹/ひまわり/それがすべてさ,Masaharu Fukuyama,7
Is There Anybody Out There? - Track by Track Commentary,A Great Big World,4
Burn It All!,RENT STRIKE,4
Onward (Original Motion Picture Soundtrack),Brandi Carlile,1
This Is Not for Children,Mischief Brew,7
No Man's Land,Frank Turner,3
Dancing with the Curse,Get Dead,1
Dancing with the Curse,Get Dead,7
Heaven (Acoustic),Grace George,4
Days Gone (Original Soundtrack),Jack Savoretti,4
Asleep Among Endives,Ichiko Aoba,3
Symphony,Thomas Daniel,4
"Cover Sessions, Vol. 3",Boyce Avenue;Fifth Harmony,4
Save Your Tears (Acoustic),Amber Leigh Irish,4
POP VIRUS,Gen Hoshino,6
A.M.,Richard Walters,4
Autumn Breeze,Kaiak;Viktoria Tolstoy,4
Save Your Tears,Boyce Avenue,3
You're Still The One (Acoustic),Bailey Rushlow,4
Somebody Loved,Kina Grannis,4
"Cover Sessions, Vol. 4",Boyce Avenue,4
Bohemian Rhapsody (Acoustic),John Adams,3
As It Was (Acoustic),Amber Leigh Irish,4
Wish List,Canyon City,4
Beautiful Disaster,Chord Overstreet,3
Fake a smile,Wayne Mack,4
Momentary Sixth Sense,Aimyon,7
Irony,Sungha Jung,9
Bullet Train (Original Motion Picture Soundtrack),Tamio Okuda,7
No Matter Where You Are,Us The Duo,1
The Walking in Between,Ben Rector,4
Losing Sleep,Parachute,7
Zee Avi's Nightlight,Zee Avi,4
"Here, Right Now",Joshua Radin,4
Wonderful Tonight,Boyce Avenue,4
English Rain,Gabrielle Aplin,4
Twenty Something,Jon Bryant,4
Calling,Masaharu Fukuyama,4
Acoustic Duets,Bailey Pelkman;Randy Rektor,4
Particles,A Great Big World;Christina Aguilera,4
Shadows Collide With People,John Frusciante,6
Daylight,Ron Pope,4
Have Yourself a Merry Little Christmas,Tres Hermanas,4
Message/今 このひとときが 遠い夢のように,Masaharu Fukuyama,6
"Acoustic Hits, Vol. 3",Matt Johnson,4
#Acoustic #2,The Mayries,4
No More Doubt,Stephen Speaks,4
Into The Wild (Music For The Motion Picture),Eddie Vedder,9
Folksinger,Dave Van Ronk,4
A Sphere in the Heart of Silence,John Frusciante;Josh Klinghoffer,5
West Coast vs. Wessex,Frank Turner,7
Front Porch,Joy Williams,4
Gossip In The Grain,Ray LaMontagne,6
Bacchanal 'N' Philadelphia,Mischief Brew,1
Crustfall,Days N Daze;Freddie Boatright,6
Unholy Hymns,The Bridge City Sinners,3
Acoustic Christmas Campfire,Zee Avi,4
Tall Cans & Loose Ends,Get Dead,1
Graveyard,Highland Peak,3
amuletum bouquet,Ichiko Aoba,4
Highlights from Aoi Works II,Aoi Teshima,4
Paradise,AcousticTrench,9
Parachute,Parachute,3
American Wedding,Matt Nathanson,1
Oil & Water,Lee DeWyze,3
2U (Acoustic Version),Clementine Duo,3
Elephants...Teeth Sinking Into Heart (Standard Version),Rachael Yamagata,4
I'll Say I Do,Brandon Chase,4
Anyone,Bailey Jehl,4
English Rain,Gabrielle Aplin,3
In The Mood For Love,Zack Tabudlo,4
Heat Waves,Bailey Jehl,4
There She Goes,Clementine Duo,4
Wells,Joshua Hyslop,4
God Only Knows,Kina Grannis;Imaginary Future,4
Afterglow,Andrew Foy;Renee Foy,4
Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain,3
Just Love,Us The Duo,4
オアシス,Hanare Gumi,3
Never Be the Same,Gabrielle Aplin,1
You and Me for Now,Austin Basham,4
Dear Happy,Gabrielle Aplin,4
Us,Us The Duo,4
Without a Light,Drew Holcomb & The Neighbors,4
Wide Awake,Parachute,6
"Cover Sessions, Vol. 4",Boyce Avenue;Megan Davies;Jaclyn Davies,4
Eastmountainsouth,Eastmountainsouth,4
A Face Like Mine,Peter Bradley Adams,4
Barton Hollow,The Civil Wars,3
Into The Wild (Music For The Motion Picture),Eddie Vedder,4
Bossa Best,Suy Galvez,4
Bossa Best,Suy Galvez,4
Moanin' In The Moonlight,Howlin' Wolf,3
No More Doubt,Stephen Speaks,6
Feels Like Rain,Buddy Guy;Bonnie Raitt,4
The Best of Mance Lipscomb,Mance Lipscomb,4
Violent Femmes,Violent Femmes,1
The Oogle Deathmachine,Days N Daze,5
Paano Ang Simbang Gabi (Kung 'Di Ka Katabi),Drei Rana;Selena Marie,4
West Coast vs. Wessex,Frank Turner,1
Have a Great Life.,Harley Poe,5
West Coast vs. Wessex,Frank Turner,6
Unholy Hymns,The Bridge City Sinners,1
The Joy of Music,Ben Rector,7
FTHC (Deluxe),Frank Turner,1
Unholy Hymns,The Bridge City Sinners,3
In These Silent Days,Brandi Carlile;Lucius,1
Dancing with the Curse,Get Dead,6
A Thousand Years (Acoustic),Jonah Baker,4
2 Oceans,Trevor Hall;Marieme,6
Golden Hour,Ben Woodward,4
Without Me,Brandon Chase,4
You & Me (The Wildfire),Aron Wright,4
Dancing With A Stranger,Sara Farell,4
Pero,Zack Tabudlo,3
Good 4 U (Acoustic),Jonah Baker,4
Three Flights From Alto Nido,Greg Laswell,4
Here With Me (Acoustic),Daniel Robinson,4
"Cover Sessions, Vol. 3",Boyce Avenue,3
Habang Buhay,Zack Tabudlo,6
Dear Happy,Gabrielle Aplin,1
More Than Gravity,Colin & Caroline,4
Fade into You,Andrew Belle,7
東京にもあったんだ / 無敵のキミ,Masaharu Fukuyama,7
5年モノ,Masaharu Fukuyama,7
21 Guns,Bailey Jehl,4
Midnight Waves,Canyon City,2
Running Up That Hill (A Deal With God) [Acoustic],Jonah Baker,3
Montage Of Heck: The Home Recordings (Deluxe Soundtrack),Kurt Cobain,9
残響,Masaharu Fukuyama,1
Build Me Up Buttercup,Kina Grannis,4
#Acoustic,The Mayries,4
English Rain,Gabrielle Aplin,4
The Ghost and the Wall,Joshua Radin,4
vs.2013 ~知覚と快楽の螺旋~,Masaharu Fukuyama,8
Ysabelle,Ysabelle Cuevas,4
Waiting for My Rocket to Come,Jason Mraz,6
Acoustic Duets,Bailey Pelkman;Randy Rektor,4
Hanap-Hanap,Ethan Loukas;Janine Teñoso,4
The Will To Death,John Frusciante,3
Boulevard of Broken Dreams (Acoustic),Adam Christopher,4
The Living Room Sessions Vol. 3,Kina Grannis,4
Finch,Penny and Sparrow,3
More Real Folk Blues,Sonny Boy Williamson II,2
Acoustic Love,Shannon & Keast,4
Gossip In The Grain,Ray LaMontagne,4
Saktong Akustik,Mia Rollo,4
"Cover Sessions, Vol. 2",Boyce Avenue,4
Bossa Best,Suy Galvez,4
This Little Light of Mine,JJ Heller,4
